Time,Pressure before pump (Arith. Mean),Pressure after pump (Arith. Mean),Differential pressure (Arith. Mean),Flow rate (Arith. Mean),Tank temperature (Arith. Mean),Temperature TS inlet (Arith. Mean),Temperature TS outlet (Arith. Mean),Bypass temperature (Arith. Mean),reading_interval_s,elapsed_runtime_s,elapsed_runtime_m
2021-08-21 11:51:48.476,0.432681,0.002656,0.267751,378.444101,21.606816,-1.129787,0.232144,0.551713,2.0,2648.026,44.133766666666666
2021-08-21 11:51:50.476,0.4343,0.002585,0.268519,383.397007,21.60616,-1.142715,0.239429,0.552238,2.0,2650.026,44.1671
2021-08-21 11:51:52.476,0.440787,0.002659,0.272846,385.999581,21.606094,-1.124865,0.235163,0.552041,2.0,2652.026,44.20043333333333
2021-08-21 11:51:54.476,0.45101,0.002645,0.280104,392.482443,21.610622,-1.118696,0.234112,0.554995,2.0,2654.026,44.23376666666666
2021-08-21 11:51:56.476,0.455601,0.002758,0.28399,397.869111,21.60675,-1.132871,0.247895,0.55657,2.0,2656.026,44.2671
2021-08-21 11:51:58.476,0.456391,0.002556,0.284091,399.356633,21.610163,-1.120993,0.241266,0.557161,2.0,2658.026,44.30043333333333
2021-08-21 11:52:00.476,0.455964,0.002666,0.28241,401.025676,21.605307,-1.111017,0.247829,0.550072,2.0,2660.026,44.33376666666666
2021-08-21 11:52:02.474,0.457286,0.002429,0.283657,403.946207,21.606727,-1.100333,0.237437,0.550096,1.998,2662.024,44.367066666666666
2021-08-21 11:52:04.474,0.456877,0.002386,0.283379,402.659357,21.604716,-1.091657,0.222824,0.552698,2.0,2664.024,44.4004
2021-08-21 11:52:06.474,0.457119,0.002467,0.282387,404.248247,21.601172,-1.092379,0.251176,0.550204,2.0,2666.024,44.43373333333333
2021-08-21 11:52:08.474,0.455969,0.002375,0.281004,405.976224,21.612132,-1.089754,0.243957,0.552566,2.0,2668.024,44.46706666666667
2021-08-21 11:52:10.474,0.457583,0.002491,0.281973,407.204432,21.607275,-1.069213,0.232472,0.554667,2.0,2670.024,44.5004
2021-08-21 11:52:12.474,0.451096,0.002496,0.264972,417.345984,21.611804,-1.085489,0.247239,0.554798,2.0,2672.024,44.53373333333333
2021-08-21 11:52:14.474,0.44897,0.002454,0.259533,439.734252,21.608785,-1.072363,0.247304,0.550466,2.0,2674.024,44.56706666666666
2021-08-21 11:52:16.473,0.447344,0.00243,0.254141,446.515246,21.601092,-1.068646,0.248808,0.54992,1.999,2676.023,44.60038333333333
2021-08-21 11:52:18.473,0.446704,0.002517,0.25296,452.190775,21.605044,-1.064422,0.249601,0.550794,2.0,2678.023,44.63371666666667
